seance_id,film_id,salle_id,date_seance,creneau,jour_semaine,nb_spectateurs,taux_occupation
975,91,4,2024-08-12,14h00,Lundi,27,36.07
976,27,4,2024-08-12,14h00,Lundi,43,57.79
977,31,1,2024-08-12,09h00,Lundi,3,5.0
978,86,4,2024-08-13,11h30,Mardi,3,5.0
979,12,1,2024-08-13,20h30,Mardi,59,83.7
980,83,2,2024-08-13,16h30,Mardi,21,26.33
981,38,3,2024-08-13,16h30,Mardi,41,68.9
982,6,3,2024-08-13,14h00,Mardi,37,61.8
983,103,3,2024-08-13,16h30,Mardi,32,54.61
984,98,1,2024-08-13,09h00,Mardi,6,9.65
985,18,2,2024-08-13,14h00,Mardi,29,36.95
986,80,3,2024-08-13,20h30,Mardi,55,92.05
987,12,3,2024-08-13,22h00,Mardi,23,38.75
988,52,4,2024-08-13,14h00,Mardi,72,96.93
989,50,4,2024-08-13,22h00,Mardi,4,5.95
990,22,1,2024-08-13,11h30,Mardi,28,39.81
991,90,1,2024-08-13,22h00,Mardi,31,44.71
992,76,4,2024-08-13,22h00,Mardi,34,45.48
993,73,4,2024-08-13,11h30,Mardi,12,16.04
994,79,1,2024-08-13,22h00,Mardi,15,21.57
995,88,2,2024-08-13,16h30,Mardi,45,57.16
996,53,4,2024-08-13,09h00,Mardi,46,62.18
997,9,3,2024-08-13,20h30,Mardi,48,80.64
998,87,2,2024-08-13,20h30,Mardi,76,95.23
999,44,1,2024-08-13,16h30,Mardi,30,43.22
1000,45,4,2024-08-13,11h30,Mardi,10,14.29
1001,72,1,2024-08-13,09h00,Mardi,3,5.0
1002,64,2,2024-08-14,09h00,Mercredi,4,5.0
1003,97,4,2024-08-14,14h00,Mercredi,32,43.82
1004,7,2,2024-08-14,18h30,Mercredi,80,100.0
1005,83,4,2024-08-14,16h30,Mercredi,40,53.99
1006,57,4,2024-08-14,09h00,Mercredi,45,60.56
1007,64,4,2024-08-14,14h00,Mercredi,31,42.34
1008,84,1,2024-08-14,09h00,Mercredi,15,21.55
1009,52,4,2024-08-14,09h00,Mercredi,48,64.79
1010,12,3,2024-08-14,18h30,Mercredi,49,81.92
1011,72,2,2024-08-14,20h30,Mercredi,56,71.07
1012,47,1,2024-08-14,22h00,Mercredi,3,5.0
1013,29,4,2024-08-14,14h00,Mercredi,22,29.49
1014,61,3,2024-08-14,20h30,Mercredi,47,78.84
1015,58,1,2024-08-14,09h00,Mercredi,46,65.5
1016,44,3,2024-08-14,22h00,Mercredi,11,19.52
1017,82,3,2024-08-14,18h30,Mercredi,29,49.5
1018,6,2,2024-08-14,16h30,Mercredi,52,65.43
1019,18,4,2024-08-14,09h00,Mercredi,11,14.79
1020,16,4,2024-08-14,11h30,Mercredi,26,35.92
1021,59,2,2024-08-14,20h30,Mercredi,25,31.4
1022,6,1,2024-08-14,22h00,Mercredi,42,59.19
1023,58,4,2024-08-14,20h30,Mercredi,22,29.97
1024,64,1,2024-08-14,18h30,Mercredi,45,64.44
1025,7,4,2024-08-15,22h00,Jeudi,13,18.54
1026,100,2,2024-08-15,20h30,Jeudi,46,58.1
1027,75,2,2024-08-15,20h30,Jeudi,67,84.24
1028,85,3,2024-08-15,18h30,Jeudi,37,62.85
1029,50,4,2024-08-15,18h30,Jeudi,71,95.57
1030,36,4,2024-08-15,14h00,Jeudi,18,24.74
1031,38,4,2024-08-15,22h00,Jeudi,27,36.28
1032,90,3,2024-08-15,22h00,Jeudi,28,47.2
1033,90,3,2024-08-15,20h30,Jeudi,46,76.74
1034,28,2,2024-08-15,11h30,Jeudi,10,12.81
1035,80,3,2024-08-15,20h30,Jeudi,43,71.9
1036,91,2,2024-08-15,18h30,Jeudi,63,79.81
1037,70,3,2024-08-15,20h30,Jeudi,56,93.37
1038,62,4,2024-08-15,20h30,Jeudi,69,92.42
1039,96,3,2024-08-15,22h00,Jeudi,37,63.3
1040,14,1,2024-08-15,16h30,Jeudi,48,68.9
1041,19,1,2024-08-15,20h30,Jeudi,71,100.0
1042,101,2,2024-08-15,14h00,Jeudi,33,41.29
1043,88,3,2024-08-15,11h30,Jeudi,20,34.79
1044,38,2,2024-08-15,22h00,Jeudi,9,12.44
1045,70,1,2024-08-15,14h00,Jeudi,24,34.18
1046,87,2,2024-08-15,20h30,Jeudi,58,72.87
1047,83,4,2024-08-15,11h30,Jeudi,3,5.0
1048,90,3,2024-08-15,20h30,Jeudi,45,76.53
1049,86,1,2024-08-15,16h30,Jeudi,20,29.13
1050,41,1,2024-08-16,09h00,Vendredi,23,32.48
1051,96,3,2024-08-16,11h30,Vendredi,3,5.0
1052,57,2,2024-08-16,20h30,Vendredi,24,30.99
1053,91,3,2024-08-16,22h00,Vendredi,32,53.5
1054,26,2,2024-08-16,14h00,Vendredi,30,38.24
1055,58,2,2024-08-16,20h30,Vendredi,58,72.8
1056,95,1,2024-08-16,16h30,Vendredi,42,59.23
1057,6,4,2024-08-16,14h00,Vendredi,40,53.46
1058,75,3,2024-08-16,09h00,Vendredi,10,17.23
1059,43,4,2024-08-16,20h30,Vendredi,55,73.37
1060,42,1,2024-08-16,22h00,Vendredi,20,28.93
1061,81,3,2024-08-16,16h30,Vendredi,35,59.92
1062,10,3,2024-08-16,18h30,Vendredi,44,73.87
1063,29,2,2024-08-16,18h30,Vendredi,80,100.0
1064,54,4,2024-08-16,09h00,Vendredi,57,76.11
1065,45,2,2024-08-16,11h30,Vendredi,14,18.19
1066,38,2,2024-08-16,22h00,Vendredi,16,21.04
1067,80,4,2024-08-16,18h30,Vendredi,72,96.1
1068,2,1,2024-08-16,20h30,Vendredi,45,64.79
1069,45,4,2024-08-16,11h30,Vendredi,28,37.42
1070,80,2,2024-08-16,09h00,Vendredi,8,10.09
1071,88,3,2024-08-16,16h30,Vendredi,48,81.12
1072,50,3,2024-08-16,18h30,Vendredi,41,69.67
1073,93,3,2024-08-16,09h00,Vendredi,16,27.57
1074,48,4,2024-08-16,16h30,Vendredi,30,40.05
1075,38,2,2024-08-17,14h00,Samedi,8,11.16
1076,22,1,2024-08-17,20h30,Samedi,71,100.0
1077,9,2,2024-08-17,20h30,Samedi,76,95.49
1078,88,4,2024-08-17,22h00,Samedi,28,37.66
1079,14,2,2024-08-17,18h30,Samedi,80,100.0
1080,95,4,2024-08-17,20h30,Samedi,59,79.51
1081,105,1,2024-08-17,20h30,Samedi,62,88.67
1082,92,3,2024-08-17,09h00,Samedi,4,6.78
1083,12,1,2024-08-17,09h00,Samedi,23,32.75
1084,10,2,2024-08-17,14h00,Samedi,57,71.47
1085,53,4,2024-08-17,16h30,Samedi,75,100.0
1086,3,4,2024-08-17,20h30,Samedi,68,91.87
1087,16,1,2024-08-17,20h30,Samedi,71,100.0
1088,96,1,2024-08-17,20h30,Samedi,68,96.94
1089,10,3,2024-08-17,18h30,Samedi,60,100.0
1090,39,1,2024-08-17,14h00,Samedi,37,53.3
1091,98,4,2024-08-17,16h30,Samedi,39,52.75
1092,61,2,2024-08-17,18h30,Samedi,74,93.6
1093,29,2,2024-08-17,20h30,Samedi,74,92.64
1094,70,3,2024-08-17,20h30,Samedi,60,100.0
1095,39,3,2024-08-18,09h00,Dimanche,3,5.0
1096,16,1,2024-08-18,09h00,Dimanche,8,11.46
1097,74,4,2024-08-18,18h30,Dimanche,58,77.66
1098,27,3,2024-08-18,11h30,Dimanche,17,29.31
1099,53,2,2024-08-18,11h30,Dimanche,80,100.0
1100,33,2,2024-08-18,09h00,Dimanche,25,31.71
1101,24,1,2024-08-18,22h00,Dimanche,45,64.04
1102,71,4,2024-08-18,20h30,Dimanche,42,57.05
1103,71,1,2024-08-18,14h00,Dimanche,21,30.89
1104,26,4,2024-08-18,14h00,Dimanche,31,41.46
1105,46,2,2024-08-18,20h30,Dimanche,54,68.42
1106,80,1,2024-08-18,11h30,Dimanche,21,30.63
1107,41,4,2024-08-18,16h30,Dimanche,33,44.48
1108,89,2,2024-08-18,18h30,Dimanche,72,90.32
1109,73,3,2024-08-18,22h00,Dimanche,20,33.36
1110,1,3,2024-08-18,11h30,Dimanche,30,50.1
1111,101,2,2024-08-18,20h30,Dimanche,67,84.98
1112,47,2,2024-08-18,20h30,Dimanche,46,58.68
1113,94,3,2024-08-18,16h30,Dimanche,21,35.19
1114,40,4,2024-08-18,18h30,Dimanche,66,88.42
1115,14,2,2024-08-18,20h30,Dimanche,62,78.74
1116,69,2,2024-08-19,14h00,Lundi,14,17.69
1117,94,1,2024-08-19,20h30,Lundi,63,90.07
1118,65,1,2024-08-19,22h00,Lundi,34,49.06
1119,75,4,2024-08-19,22h00,Lundi,9,12.96
1120,71,3,2024-08-19,18h30,Lundi,34,58.0
1121,70,4,2024-08-19,20h30,Lundi,65,86.81
1122,29,3,2024-08-19,11h30,Lundi,10,16.69
1123,60,1,2024-08-19,16h30,Lundi,66,93.85
1124,31,2,2024-08-19,22h00,Lundi,47,59.32
1125,66,2,2024-08-19,16h30,Lundi,42,53.38
1126,73,2,2024-08-19,20h30,Lundi,76,95.06
1127,94,4,2024-08-19,14h00,Lundi,35,47.67
1128,30,1,2024-08-19,14h00,Lundi,35,50.1
1129,48,2,2024-08-19,09h00,Lundi,4,5.0
1130,102,3,2024-08-19,16h30,Lundi,25,42.36
1131,61,4,2024-08-19,09h00,Lundi,18,24.81
1132,14,3,2024-08-19,22h00,Lundi,27,46.31
1133,95,3,2024-08-19,18h30,Lundi,34,57.87
1134,84,4,2024-08-19,14h00,Lundi,26,35.96
1135,76,1,2024-08-19,18h30,Lundi,53,74.68
1136,29,4,2024-08-19,14h00,Lundi,57,77.2
1137,63,4,2024-08-20,18h30,Mardi,72,96.79
1138,57,2,2024-08-20,11h30,Mardi,68,86.03
1139,10,3,2024-08-20,11h30,Mardi,23,39.12
1140,78,1,2024-08-20,20h30,Mardi,62,87.69
1141,30,4,2024-08-20,22h00,Mardi,41,55.16
1142,87,4,2024-08-20,16h30,Mardi,42,57.15
1143,27,2,2024-08-20,20h30,Mardi,77,96.28
1144,6,2,2024-08-20,18h30,Mardi,63,79.79
1145,76,2,2024-08-20,11h30,Mardi,23,29.67
1146,74,2,2024-08-20,09h00,Mardi,12,15.53
1147,22,3,2024-08-20,11h30,Mardi,9,15.83
1148,73,1,2024-08-20,20h30,Mardi,57,80.72
1149,94,3,2024-08-20,09h00,Mardi,6,11.42
1150,61,4,2024-08-20,11h30,Mardi,25,34.03
1151,29,4,2024-08-20,18h30,Mardi,71,94.9
1152,99,2,2024-08-20,18h30,Mardi,64,80.39
1153,85,3,2024-08-20,11h30,Mardi,13,23.22
1154,59,1,2024-08-20,11h30,Mardi,52,74.15
1155,49,4,2024-08-20,11h30,Mardi,21,28.26
1156,65,4,2024-08-20,22h00,Mardi,39,53.09
1157,20,1,2024-08-20,11h30,Mardi,8,11.62
1158,5,1,2024-08-20,09h00,Mardi,19,27.5
1159,85,2,2024-08-21,18h30,Mercredi,53,67.43
1160,100,4,2024-08-21,18h30,Mercredi,50,67.86
1161,54,3,2024-08-21,22h00,Mercredi,23,39.2
1162,30,4,2024-08-21,22h00,Mercredi,46,61.97
1163,99,4,2024-08-21,14h00,Mercredi,18,25.27
1164,98,1,2024-08-21,16h30,Mercredi,33,47.52
1165,18,3,2024-08-21,16h30,Mercredi,38,64.62
1166,11,3,2024-08-21,18h30,Mercredi,33,55.79
1167,70,4,2024-08-21,14h00,Mercredi,29,39.05
1168,102,1,2024-08-21,18h30,Mercredi,63,89.49
1169,67,1,2024-08-21,18h30,Mercredi,63,89.48
1170,89,3,2024-08-21,16h30,Mercredi,31,52.79
1171,47,1,2024-08-21,11h30,Mercredi,5,7.76
1172,34,4,2024-08-21,18h30,Mercredi,69,92.13
1173,47,3,2024-08-21,20h30,Mercredi,35,58.52
1174,71,4,2024-08-21,11h30,Mercredi,17,22.86
1175,48,4,2024-08-21,14h00,Mercredi,38,50.71
1176,100,4,2024-08-21,20h30,Mercredi,53,70.86
1177,18,1,2024-08-21,20h30,Mercredi,69,97.66
1178,21,1,2024-08-21,11h30,Mercredi,34,48.81
1179,66,4,2024-08-21,22h00,Mercredi,29,39.99
1180,90,1,2024-08-21,11h30,Mercredi,26,37.89
1181,50,1,2024-08-21,22h00,Mercredi,23,33.65
1182,56,1,2024-08-22,09h00,Jeudi,48,68.64
1183,34,2,2024-08-22,14h00,Jeudi,38,47.92
1184,50,4,2024-08-22,18h30,Jeudi,59,79.6
1185,84,3,2024-08-22,20h30,Jeudi,49,82.02
1186,100,2,2024-08-22,20h30,Jeudi,56,71.06
1187,64,4,2024-08-22,09h00,Jeudi,9,13.24
1188,103,3,2024-08-22,11h30,Jeudi,25,41.75
1189,5,2,2024-08-22,18h30,Jeudi,66,83.58
1190,31,1,2024-08-22,11h30,Jeudi,21,30.84
1191,12,3,2024-08-22,22h00,Jeudi,16,27.59
1192,52,2,2024-08-22,18h30,Jeudi,54,68.55
1193,2,1,2024-08-22,09h00,Jeudi,4,6.62
1194,72,3,2024-08-22,14h00,Jeudi,15,26.08
1195,105,3,2024-08-22,11h30,Jeudi,11,18.8
1196,52,1,2024-08-22,14h00,Jeudi,61,87.11
1197,23,4,2024-08-22,18h30,Jeudi,66,88.65
1198,38,3,2024-08-22,09h00,Jeudi,8,14.88
1199,103,3,2024-08-22,18h30,Jeudi,46,78.07
1200,89,4,2024-08-22,16h30,Jeudi,28,37.52
1201,73,4,2024-08-22,22h00,Jeudi,26,35.46
1202,100,4,2024-08-22,20h30,Jeudi,62,82.92
1203,59,1,2024-08-22,16h30,Jeudi,69,98.34
1204,82,2,2024-08-22,20h30,Jeudi,64,80.99
1205,90,2,2024-08-22,22h00,Jeudi,20,25.99
1206,69,1,2024-08-23,20h30,Vendredi,71,100.0
1207,34,2,2024-08-23,14h00,Vendredi,50,63.58
1208,44,1,2024-08-23,18h30,Vendredi,66,94.15
1209,23,4,2024-08-23,14h00,Vendredi,24,33.19
1210,35,2,2024-08-23,20h30,Vendredi,80,100.0
1211,88,2,2024-08-23,16h30,Vendredi,44,55.45
1212,31,3,2024-08-23,11h30,Vendredi,12,21.49
1213,30,2,2024-08-23,22h00,Vendredi,50,62.67
1214,20,1,2024-08-23,09h00,Vendredi,23,32.86
1215,11,4,2024-08-23,18h30,Vendredi,75,100.0
1216,6,4,2024-08-23,14h00,Vendredi,45,60.38
1217,80,3,2024-08-23,16h30,Vendredi,52,86.82
1218,74,3,2024-08-23,16h30,Vendredi,31,52.17
1219,24,3,2024-08-23,16h30,Vendredi,41,69.7
1220,7,4,2024-08-23,16h30,Vendredi,66,88.93
1221,70,1,2024-08-23,18h30,Vendredi,45,64.09
1222,100,2,2024-08-23,16h30,Vendredi,65,82.14
1223,16,4,2024-08-23,14h00,Vendredi,35,47.91
1224,27,4,2024-08-23,18h30,Vendredi,67,90.08
1225,13,3,2024-08-23,14h00,Vendredi,31,52.33
1226,71,3,2024-08-23,11h30,Vendredi,8,13.38
1227,35,4,2024-08-23,18h30,Vendredi,65,87.58
1228,55,2,2024-08-23,16h30,Vendredi,80,100.0
1229,90,3,2024-08-23,14h00,Vendredi,28,46.96
1230,74,2,2024-08-24,18h30,Samedi,62,78.55
1231,88,2,2024-08-24,22h00,Samedi,41,51.41
1232,31,4,2024-08-24,22h00,Samedi,54,72.29
1233,49,2,2024-08-24,11h30,Samedi,25,31.38
1234,61,1,2024-08-24,11h30,Samedi,3,5.0
1235,54,4,2024-08-24,11h30,Samedi,75,100.0
1236,67,3,2024-08-24,22h00,Samedi,32,54.55
1237,63,3,2024-08-24,14h00,Samedi,13,22.43
1238,51,1,2024-08-24,20h30,Samedi,30,42.38
1239,21,1,2024-08-24,11h30,Samedi,26,37.53
1240,81,1,2024-08-24,16h30,Samedi,33,47.23
1241,96,3,2024-08-24,14h00,Samedi,13,22.32
1242,104,3,2024-08-24,14h00,Samedi,33,55.49
1243,3,4,2024-08-24,09h00,Samedi,13,18.01
1244,78,2,2024-08-24,18h30,Samedi,80,100.0
1245,74,2,2024-08-24,22h00,Samedi,30,37.95
1246,66,4,2024-08-24,22h00,Samedi,49,65.59
1247,95,4,2024-08-24,09h00,Samedi,3,5.0
1248,81,2,2024-08-24,22h00,Samedi,40,50.4
1249,22,3,2024-08-24,16h30,Samedi,36,60.69
1250,10,1,2024-08-24,11h30,Samedi,20,28.77
1251,30,3,2024-08-25,14h00,Dimanche,23,38.69
1252,78,4,2024-08-25,14h00,Dimanche,27,37.31
1253,57,3,2024-08-25,20h30,Dimanche,11,19.59
1254,53,2,2024-08-25,11h30,Dimanche,61,77.33
1255,3,2,2024-08-25,20h30,Dimanche,78,97.68
1256,96,1,2024-08-25,11h30,Dimanche,20,28.89
1257,22,4,2024-08-25,09h00,Dimanche,29,39.77
1258,61,1,2024-08-25,09h00,Dimanche,17,24.73
1259,99,4,2024-08-25,18h30,Dimanche,56,75.27
1260,34,2,2024-08-25,09h00,Dimanche,9,11.52
1261,84,4,2024-08-25,14h00,Dimanche,33,44.34
1262,57,2,2024-08-25,11h30,Dimanche,80,100.0
1263,68,2,2024-08-25,09h00,Dimanche,15,19.8
1264,42,4,2024-08-25,16h30,Dimanche,41,55.27
1265,70,3,2024-08-25,18h30,Dimanche,29,49.38
1266,90,2,2024-08-25,18h30,Dimanche,68,85.57
1267,77,4,2024-08-25,20h30,Dimanche,67,90.03
1268,56,3,2024-08-25,14h00,Dimanche,45,76.62
1269,62,2,2024-08-25,22h00,Dimanche,49,61.51
1270,53,3,2024-08-25,11h30,Dimanche,59,98.99
1271,39,1,2024-08-25,09h00,Dimanche,3,5.0
1272,18,3,2024-08-25,14h00,Dimanche,27,46.55
1273,69,1,2024-08-26,20h30,Lundi,71,100.0
1274,62,3,2024-08-26,09h00,Lundi,3,5.0
1275,99,4,2024-08-26,22h00,Lundi,22,29.68
1276,1,3,2024-08-26,11h30,Lundi,26,43.39
1277,53,4,2024-08-26,16h30,Lundi,71,95.01
1278,83,4,2024-08-26,22h00,Lundi,42,57.01
1279,49,2,2024-08-26,14h00,Lundi,39,49.77
1280,67,3,2024-08-26,14h00,Lundi,24,40.03
1281,84,3,2024-08-26,16h30,Lundi,32,53.72
1282,18,3,2024-08-26,09h00,Lundi,11,19.18
1283,82,4,2024-08-26,18h30,Lundi,37,50.18
1284,63,2,2024-08-26,14h00,Lundi,29,37.45
1285,3,2,2024-08-26,09h00,Lundi,21,27.49
1286,14,3,2024-08-26,14h00,Lundi,32,54.52
1287,17,4,2024-08-26,20h30,Lundi,75,100.0
1288,2,4,2024-08-26,11h30,Lundi,26,35.27
1289,44,4,2024-08-26,14h00,Lundi,28,38.14
1290,48,4,2024-08-26,20h30,Lundi,38,51.26
1291,102,1,2024-08-26,14h00,Lundi,39,55.51
1292,19,1,2024-08-26,14h00,Lundi,38,54.66
1293,100,4,2024-08-26,09h00,Lundi,5,7.68
1294,33,4,2024-08-26,22h00,Lundi,41,55.96
1295,2,1,2024-08-26,22h00,Lundi,27,39.4
1296,32,1,2024-08-27,11h30,Mardi,11,16.46
1297,59,1,2024-08-27,18h30,Mardi,38,53.87
1298,50,3,2024-08-27,14h00,Mardi,16,27.91
1299,21,1,2024-08-27,20h30,Mardi,71,100.0
1300,33,4,2024-08-27,20h30,Mardi,67,89.42
1301,39,2,2024-08-27,14h00,Mardi,42,53.22
1302,28,1,2024-08-27,11h30,Mardi,8,12.44
1303,82,4,2024-08-27,14h00,Mardi,44,59.25
1304,75,1,2024-08-27,16h30,Mardi,45,64.02
1305,102,2,2024-08-27,09h00,Mardi,22,27.53
1306,89,4,2024-08-27,20h30,Mardi,56,74.92
1307,77,2,2024-08-27,14h00,Mardi,39,49.18
1308,64,1,2024-08-27,20h30,Mardi,53,76.0
1309,80,3,2024-08-27,22h00,Mardi,19,32.02
1310,83,2,2024-08-27,20h30,Mardi,60,75.02
1311,69,1,2024-08-27,11h30,Mardi,5,7.56
1312,72,3,2024-08-27,22h00,Mardi,29,48.8
1313,57,2,2024-08-27,09h00,Mardi,48,60.79
1314,18,3,2024-08-27,09h00,Mardi,3,5.0
1315,63,4,2024-08-27,18h30,Mardi,50,66.86
1316,25,2,2024-08-27,18h30,Mardi,80,100.0
1317,45,3,2024-08-27,20h30,Mardi,24,41.34
1318,77,2,2024-08-27,09h00,Mardi,18,22.76
1319,20,4,2024-08-28,14h00,Mercredi,38,51.33
1320,59,1,2024-08-28,22h00,Mercredi,8,11.42
1321,82,4,2024-08-28,20h30,Mercredi,59,78.92
1322,47,2,2024-08-28,14h00,Mercredi,29,37.14
1323,93,1,2024-08-28,20h30,Mercredi,71,100.0
1324,25,4,2024-08-28,22h00,Mercredi,40,53.45
1325,71,2,2024-08-28,18h30,Mercredi,55,69.45
1326,42,1,2024-08-28,09h00,Mercredi,17,24.06
1327,67,1,2024-08-28,09h00,Mercredi,7,11.23
1328,5,2,2024-08-28,09h00,Mercredi,15,19.56
1329,63,2,2024-08-28,09h00,Mercredi,19,24.85
1330,50,4,2024-08-28,18h30,Mercredi,61,81.41
1331,80,3,2024-08-28,09h00,Mercredi,4,7.07
1332,10,1,2024-08-28,11h30,Mercredi,33,47.19
1333,84,4,2024-08-28,22h00,Mercredi,42,56.9
1334,8,3,2024-08-28,18h30,Mercredi,55,92.38
1335,96,4,2024-08-28,22h00,Mercredi,39,52.18
1336,79,3,2024-08-28,18h30,Mercredi,53,88.81
1337,6,1,2024-08-28,22h00,Mercredi,23,32.41
1338,67,1,2024-08-28,09h00,Mercredi,25,35.23
1339,93,2,2024-08-28,18h30,Mercredi,47,59.09
1340,85,2,2024-08-28,18h30,Mercredi,58,73.19
1341,81,2,2024-08-28,18h30,Mercredi,54,67.94
1342,14,3,2024-08-28,20h30,Mercredi,45,75.57
1343,90,4,2024-08-29,09h00,Jeudi,11,15.78
1344,52,3,2024-08-29,20h30,Jeudi,29,48.56
1345,21,4,2024-08-29,14h00,Jeudi,43,57.41
1346,42,3,2024-08-29,16h30,Jeudi,23,39.28
1347,98,4,2024-08-29,22h00,Jeudi,22,29.52
1348,73,2,2024-08-29,16h30,Jeudi,36,45.76
1349,99,3,2024-08-29,14h00,Jeudi,32,54.69
1350,51,1,2024-08-29,20h30,Jeudi,27,38.88
1351,5,3,2024-08-29,18h30,Jeudi,53,88.43
1352,39,1,2024-08-29,14h00,Jeudi,25,35.66
1353,29,2,2024-08-29,22h00,Jeudi,39,49.82
1354,89,3,2024-08-29,18h30,Jeudi,52,86.93
1355,66,2,2024-08-29,09h00,Jeudi,15,18.94
1356,18,3,2024-08-29,14h00,Jeudi,28,47.64
1357,75,2,2024-08-29,11h30,Jeudi,25,31.6
1358,74,4,2024-08-29,18h30,Jeudi,63,85.13
1359,28,1,2024-08-29,20h30,Jeudi,63,88.77
1360,63,1,2024-08-29,18h30,Jeudi,59,84.29
1361,83,3,2024-08-29,09h00,Jeudi,6,10.11
1362,11,1,2024-08-29,22h00,Jeudi,18,26.39
1363,43,3,2024-08-29,22h00,Jeudi,3,5.0
1364,16,2,2024-08-29,20h30,Jeudi,80,100.0
1365,84,1,2024-08-29,20h30,Jeudi,56,80.02
1366,68,1,2024-08-30,14h00,Vendredi,16,22.95
1367,70,2,2024-08-30,14h00,Vendredi,20,26.08
1368,7,4,2024-08-30,16h30,Vendredi,54,73.31
1369,97,1,2024-08-30,11h30,Vendredi,7,11.05
1370,19,2,2024-08-30,14h00,Vendredi,45,57.34
1371,11,4,2024-08-30,18h30,Vendredi,66,88.11
1372,34,1,2024-08-30,16h30,Vendredi,36,51.84
1373,65,4,2024-08-30,22h00,Vendredi,33,45.3
1374,62,2,2024-08-30,16h30,Vendredi,23,29.35
1375,51,2,2024-08-30,18h30,Vendredi,38,48.04
1376,32,2,2024-08-30,09h00,Vendredi,4,5.0
1377,35,4,2024-08-30,14h00,Vendredi,31,42.33
1378,15,4,2024-08-30,16h30,Vendredi,44,59.02
1379,47,3,2024-08-30,11h30,Vendredi,10,16.83
1380,4,3,2024-08-30,11h30,Vendredi,31,52.34
1381,45,4,2024-08-30,18h30,Vendredi,64,86.45
1382,105,2,2024-08-30,11h30,Vendredi,23,29.88
1383,88,3,2024-08-30,11h30,Vendredi,16,28.14
1384,15,1,2024-08-30,11h30,Vendredi,10,14.34
1385,80,2,2024-08-30,22h00,Vendredi,34,42.69
1386,44,1,2024-08-30,14h00,Vendredi,20,29.21
1387,58,4,2024-08-30,09h00,Vendredi,45,60.51
1388,27,3,2024-08-31,18h30,Samedi,60,100.0
1389,62,2,2024-08-31,20h30,Samedi,77,97.02
1390,75,1,2024-08-31,14h00,Samedi,37,53.01
1391,22,1,2024-08-31,14h00,Samedi,40,57.4
1392,35,1,2024-08-31,16h30,Samedi,63,88.95
1393,84,1,2024-08-31,09h00,Samedi,4,6.5
1394,85,3,2024-08-31,22h00,Samedi,29,49.85
1395,14,1,2024-08-31,14h00,Samedi,53,74.94
1396,30,4,2024-08-31,18h30,Samedi,63,84.89
1397,91,1,2024-08-31,14h00,Samedi,11,16.09
1398,12,2,2024-08-31,11h30,Samedi,33,41.81
1399,65,4,2024-08-31,18h30,Samedi,63,85.04
1400,32,3,2024-08-31,14h00,Samedi,30,50.63
1401,63,4,2024-08-31,20h30,Samedi,75,100.0
1402,46,3,2024-08-31,20h30,Samedi,50,83.99
1403,39,2,2024-08-31,18h30,Samedi,71,89.0
1404,33,4,2024-08-31,22h00,Samedi,53,70.94
1405,4,3,2024-08-31,11h30,Samedi,33,55.07
1406,85,2,2024-08-31,09h00,Samedi,27,34.67
1407,94,4,2024-08-31,18h30,Samedi,68,90.77
1408,81,2,2024-08-31,16h30,Samedi,44,55.75
1409,74,2,2024-09-01,16h30,Dimanche,75,94.07
1410,43,4,2024-09-01,18h30,Dimanche,60,80.96
1411,17,2,2024-09-01,20h30,Dimanche,80,100.0
1412,103,2,2024-09-01,22h00,Dimanche,39,49.96
1413,18,3,2024-09-01,20h30,Dimanche,60,100.0
1414,18,4,2024-09-01,22h00,Dimanche,37,49.76
1415,19,2,2024-09-01,14h00,Dimanche,50,62.98
1416,93,1,2024-09-01,11h30,Dimanche,18,25.92
1417,41,2,2024-09-01,20h30,Dimanche,65,81.83
1418,53,4,2024-09-01,14h00,Dimanche,75,100.0
1419,57,3,2024-09-01,11h30,Dimanche,56,94.54
1420,24,1,2024-09-01,22h00,Dimanche,41,58.19
1421,79,3,2024-09-01,18h30,Dimanche,44,74.56
1422,30,2,2024-09-01,20h30,Dimanche,80,100.0
1423,4,3,2024-09-01,09h00,Dimanche,13,22.33
1424,65,4,2024-09-01,20h30,Dimanche,60,80.86
1425,84,3,2024-09-01,11h30,Dimanche,21,35.85
1426,18,2,2024-09-01,11h30,Dimanche,15,19.62
1427,29,1,2024-09-01,16h30,Dimanche,48,68.39
1428,35,4,2024-09-01,11h30,Dimanche,21,28.72
1429,96,2,2024-09-01,22h00,Dimanche,58,73.61
1430,79,4,2024-09-02,20h30,Lundi,66,89.19
1431,42,4,2024-09-02,11h30,Lundi,3,5.0
1432,78,4,2024-09-02,20h30,Lundi,68,91.13
1433,41,4,2024-09-02,18h30,Lundi,69,92.5
1434,69,1,2024-09-02,18h30,Lundi,46,66.17
1435,14,4,2024-09-02,16h30,Lundi,52,69.64
1436,32,4,2024-09-02,20h30,Lundi,68,91.87
1437,6,4,2024-09-02,18h30,Lundi,63,84.93
1438,25,3,2024-09-02,16h30,Lundi,18,31.38
1439,51,3,2024-09-02,22h00,Lundi,18,31.26
1440,55,3,2024-09-02,18h30,Lundi,27,46.21
1441,7,2,2024-09-02,16h30,Lundi,59,74.33
1442,93,1,2024-09-02,11h30,Lundi,4,6.47
1443,100,2,2024-09-02,16h30,Lundi,37,46.75
1444,23,4,2024-09-02,18h30,Lundi,68,91.79
1445,92,2,2024-09-02,16h30,Lundi,40,50.96
1446,84,2,2024-09-02,20h30,Lundi,66,83.7
